bookId,tag,title,cover,author,press,year,pageNum,price,rate,startList,summary,detailLink,createTime,comment_len,commentList
0,小说,长安的荔枝,https://img3.doubanio.com/view/subject/s/public/s34327482.jpg,马伯庸,湖南文艺出版社,2022-10,224,45,8.5,"[44.2, 45.4, 9.7, 0.6, 0.2]",大唐天宝十四年，长安城的小吏李善德突然接到一个任务：要在贵妃诞日之前，从岭南运来新鲜荔枝。荔枝“一日色变，两日香变，三日味变”，而岭南距长安五千余里，山水迢迢，这是个不可能完成的任务，可为了家人，李善德决心放手一搏：“就算失败，我也想知道，自己倒在距离终点多远的地方。”《长安的荔枝》是马伯庸备受好评的历史小说。唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”一千多年来引发了人们的无限遐想，但鲜荔枝的保鲜时限仅有三天，这场跨越五千余里的传奇转运之旅究竟是如何达成的，谁让杨贵妃在长安吃到了来自岭南的鲜荔枝？作者马伯庸就此展开了一场脑洞非常大的想象。沿袭马伯庸写作一贯以来的时空紧张感，不仅让读者看到了小人物的乱世生存之道，也感受到了事在人为的热血奋斗。随书附赠“荔枝鲜转运舆图”。★ 编辑推荐唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”...,https://book.douban.com/subject/36104107/,2024-03-30,93924,"[{""userNmae"": ""\u6d77\u4e0a"", ""start"": 5, ""bookId"": 0, ""userId"": 57, ""createTime"": ""2024-04-18"", ""content"": ""\u4e00\u6c14\u5475\u6210\uff0c\u8bfb\u5f97\u6211\u70ed\u8840\u6cb8\u817e\u53c8\u4e00\u7247\u51b0\u51c9\u3002""}, {""userNmae"": ""\u6211\u662f\u534a\u4e2a\u5927\u5934"", ""start"": 3, ""bookId"": 0, ""userId"": 37, ""createTime"": ""2022-12-13"", ""content"": ""\u4e00\u672c\u5c0f\u5c0f\u7684\u4e66\uff0c\u5f88\u5feb\u5c31\u8bfb\u5b8c\u300221\u4e16\u7eaa\u7684\u4eca\u5929\uff0c\u56fd\u4f01\u5de5\u4f5c\u7684\u672c\u4eba\u5bf9\u674e\u5584\u5fb7\u7684\u7ecf\u5386\u611f\u540c\u8eab\u53d7\u3002""}, {""userNmae"": ""tikey"", ""start"": 4, ""bookId"": 0, ""userId"": 18, ""createTime"": ""2024-04-17"", ""content"": ""\u9a6c\u4f2f\u5eb8\u7edd\u975e\u4ec0\u4e48\u6587\u5b66\u5bb6\uff0c\u4f46\u4ed6\u662f\u4e00\u4e2a\u5f88\u4f1a\u8bb2\u6545\u4e8b\u7684\u4eba\uff0c\u4e0d\u4ec5\u6545\u4e8b\u8bb2\u7684\u597d\uff0c\u7ec6\u8282\u8fd8\u7279\u522b\u8be6\u5b9e\uff0c\u4eff\u4f5b\u4e00\u4f4d\u98ce\u8da3\u6e0a\u535a\u7684\u9ad8\u4e2d\u5386\u53f2\u8001\u5e08\uff0c\u5e26\u7740\u6279\u5224\u6027\u7684\u8bbd\u523a\uff0c\u7531\u6d45\u5165\u6df1\u5730\u5e26\u9886\u5927\u5bb6\u9886\u7565\u90a3\u539a\u91cd\u5386\u53f2\u4e2d\u4ee4\u4eba\u7740\u8ff7\u7684\u6587\u5316\u3002\u201c\u4e00\u9a91\u7ea2\u5c18\u5983\u5b50\u7b11\uff0c\u65e0\u4eba\u77e5\u662f\u8354\u679d\u6765\u3002\u201d\u5c0f\u4eba\u7269\u7684\u60b2\u5267\u547d\u8fd0\uff0c\u603b\u662f\u80fd\u8ba9\u5f88\u591a\u8bfb\u8005\u5171\u60c5\u7684\u3002""}, {""userNmae"": ""\u75d8\u75d8\u7684\u9752\u6625"", ""start"": 3, ""bookId"": 0, ""userId"": 73, ""createTime"": ""2022-11-10"", ""content"": ""\u770b\u7740\u603b\u89c9\u5f97\u66f4\u50cf\u7535\u5f71\u8349\u7a3f""}, {""userNmae"": ""\u5c0f\u874e\u5b50\u4e0d\u8707\u4eba"", ""start"": 4, ""bookId"": 0, ""userId"": 31, ""createTime"": ""2024-03-30"", ""content"": ""\u4e09\u661f\u534a\uff0c\u5b66\u5230\u4e86\u4e0d\u5c11\u77e5\u8bc6\u3002\u770b\u6765\u4eba\u6700\u597d\u7684\u5f52\u5bbf\u8fd8\u662f\u79cd\u5730\uff0c\u725b\u9a6c\u5f53\u5230\u6700\u540e\u53ea\u6709\u4e00\u8eab\u7684\u75c5\u3002""}]"
1,小说,太白金星有点烦,https://img9.doubanio.com/view/subject/s/public/s34544956.jpg,马伯庸,湖南文艺出版社,2023-6,276,45,9.0,"[61.6, 31.7, 5.9, 0.6, 0.2]",太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的琐碎繁杂……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。【编辑推荐】这是每一个成年人应该重读的西游故事。太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保项目无虞。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始。项目过程中，如何报销活动费用？如何写工作汇报？如何平衡不同上级的诉求？如何应对突发状况？如何解决人事纠纷？一系列问题在不改变经典著作《西游记》结局的基础上展开了丰...,https://book.douban.com/subject/36328704/,2023-12-27,54593,"[{""userNmae"": ""\u7b49\u5b63\u98ce\u6765"", ""start"": 5, ""bookId"": 1, ""userId"": 61, ""createTime"": ""2024-03-25"", ""content"": ""\u5434\u521a\u4f10\u6842\uff0c\u4e2d\u56fd\u4eba\u6709\u81ea\u5df1\u7684\u897f\u897f\u5f17\u65af""}, {""userNmae"": ""\u5f00\u00b7\u9006\u5149"", ""start"": 5, ""bookId"": 1, ""userId"": 81, ""createTime"": ""2024-06-18"", ""content"": ""\u770b\u5b8c\u8fd8\u5f97\u7ee7\u7eed\u780d\u6842\u82b1\u6811""}, {""userNmae"": ""\u751f\u869d\u8638\u9171\u6cb9"", ""start"": 5, ""bookId"": 1, ""userId"": 59, ""createTime"": ""2024-03-28"", ""content"": ""\u770b\u4f3c\u5728\u4ed9\u754c \u53e5\u53e5\u662f\u4eba\u95f4 ""}, {""userNmae"": ""\u534a\u751f\u4e0d\u719f"", ""start"": 4, ""bookId"": 1, ""userId"": 19, ""createTime"": ""2024-05-03"", ""content"": ""\u884c\u6587\u6d41\u7545\u3002\u6700\u641e\u7b11\u7684\u662f\u725b\u90ce\u7ec7\u5973\u88ab\u7f5a\u6bcf\u5e74\u76f8\u4f1a\u4e00\u6b21\uff0c\u5929\u4e0a\u4e00\u65e5\uff0c\u4eba\u95f4\u4e00\u5e74\uff0c\u4e8e\u662f\u7ec7\u5973\u6bcf\u5929\u51c6\u70b9\u4e0b\u73ed\u53bb\u89c1\u8001\u516c\uff0c\u7b11\u6b7b\u3002""}, {""userNmae"": ""\u6768\u8fea"", ""start"": 5, ""bookId"": 1, ""userId"": 29, ""createTime"": ""2023-12-27"", ""content"": ""\u771f\u771f\u7edd\u4e86\uff01\u719f\u6089\u300a\u897f\u6e38\u8bb0\u300b\u540e\u770b\u8fd9\u672c\uff0c\u6574\u4e2a\u4eba\u4e00\u6123\u4e00\u6123\u7684\uff0c\u60ca\u5947\u7684\u89d2\u5ea6\u5199\u51fa\u4e86\u4e00\u4e2a\u66f4\u73b0\u5b9e\u7684\u4e16\u754c\u3002\u6b23\u6170\u7684\u662f\uff0c\u7384\u5958\u603b\u5f52\u8fd8\u662f\u6709\u4f5b\u5fc3\uff0c\u9f50\u5929\u5927\u5723\u66f4\u662f\u914d\u5f97\u4e0a\u8fd9\u4e2a\u540d\u53f7\u3002\u6700\u540e\uff0c\u592a\u767d\u91d1\u661f\u662f\u8f6c\u4e16\u6210\u4e86\u674e\u767d\u5427\uff1f\uff01\uff1f""}]"
2,小说,食南之徒,https://img3.doubanio.com/view/subject/s/public/s34823157.jpg,马伯庸,湖南文艺出版社,2024-4,269,56,8.2,"[36.9, 47.9, 14.1, 0.9, 0.2]",【内容简介】最贪吃的大汉使者唐蒙，来到了最会吃的南越之国。这里食材丰富，简直就是饕餮之徒的梦想之地。然而，在美食背后，却涌动着南北对峙、族群隔阂、权位争斗、国策兴废……种种波谲云诡，竟比岭南食材的风味更加复杂。这个懒散的大汉使者，身陷岭南的政争漩涡。他唯 一能信赖的伙伴，只有食物；唯一的破局之法，只有追求极致美食的心。谁都没想到，那一缕微妙滋味，竟关乎大汉与南越国运，乃至于整个中华版图……【编辑推荐】《食南之徒》是马伯庸2024年全新长篇历史小说。贪吃的汉使唐蒙来到饕餮圣地南越，没想到卷入南越宫廷的政争之中，南北对峙、族群隔阂、权位争斗、国策兴废……时局波谲云密，他能信赖的只有美食，能够破局的也只有那颗追求极致美食的心。更没人想到，唐蒙敏感的味觉竟然拓展了大汉对中华版图的认知……美食不会骗人，每个人在它面前，都会露出本性。1.马伯庸...,https://book.douban.com/subject/36710597/,2024-04-06,18044,"[{""userNmae"": ""\u963f\u5495\u5495\u70ca"", ""start"": 5, ""bookId"": 2, ""userId"": 10, ""createTime"": ""2024-04-23"", ""content"": ""\u6211\u4eec\u5e7f\u4e1c\u4eba\u600e\u4e48\u770b\u4e2a\u4e66\u4e5f\u88ab\u9a82\u5566\ud83d\ude04\n\u201c\u4f60\u4eec\u5cad\u5357\u65e0\u8bba\u4ec0\u4e48\u6bdb\u75c5\uff0c\u6700\u540e\u603b\u662f\u6e7f\u6c14\u592a\u91cd\u3002\u201d""}, {""userNmae"": ""\u751f\u6d3b\u5728\u522b\u5904"", ""start"": 4, ""bookId"": 2, ""userId"": 92, ""createTime"": ""2024-04-04"", ""content"": ""\u9a6c\u4eb2\u738b\u7684\u7edd\u5bf9\u8212\u9002\u533a\uff0c\u591f\u4e0d\u4e0a\u6770\u4f5c\uff0c\u4f46\u8db3\u591f\u6d41\u7545\u597d\u8bfb\u3002\u4e66\u4e2d\u7684\u5510\u8499\u770b\u4f3c\u6478\u9c7c\u8eba\u5e73\uff0c\u4e00\u5fc3\u53ea\u8ffd\u6c42\u7f8e\u98df\u4e4b\u9053\uff0c\u4f46\u4e00\u8def\u8d70\u6765\u5374\u603b\u6709\u81ea\u5df1\u7684\u575a\u5b88\u3002\u8ffd\u67e5\u6b66\u738b\u4e4b\u6b7b\u662f\u56e0\u4e3a\u7ae5\u5e74\u906d\u9047\u800c\u4e0d\u613f\u518d\u6b21\u8f9c\u8d1f\u670b\u53cb\uff0c\u4e00\u5165\u897f\u5357\u662f\u66ff\u53cb\u5bfb\u7236\u7684\u627f\u8bfa\uff0c\u518d\u5165\u897f\u5357\u5219\u662f\u4e3a\u53cb\u590d\u4ec7\u7684\u51b3\u5fc3\u3002\u4e66\u4e2d\u5176\u4ed6\u89d2\u8272\u4e0d\u6b62\u4e00\u6b21\u95ee\u4ed6\u505a\u8fd9\u4e00\u5207\u662f\u4e3a\u4e86\u4ec0\u4e48\uff0c\u201c\u6211\u8bf4\u6211\u662f\u4e3a\u4e86\u8700\u67b8\u9171\uff0c\u4f60\u4fe1\u5417\uff1f\u201d\u4ed6\u603b\u662f\u8fd9\u4e48\u56de\u7b54\u3002\u662f\u7684\uff0c\u5728\u5510\u8499\u7684\u4eba\u751f\u4ef7\u503c\u6392\u5e8f\u4e2d\uff0c\u53e4\u5f80\u4eca\u6765\u4ed6\u4eba\u8d8b\u4e4b\u82e5\u9e5c\u7684\u52a0\u5b98\u8fdb\u7235\uff0c\u5728\u793e\u4f1a\u4ef7\u503c\u8bc4\u5224\u4f53\u7cfb\u4e2d\u65e0\u5f80\u4e0d...""}, {""userNmae"": ""\u5730\u7403\u6d41\u6d6a\u8005"", ""start"": 1, ""bookId"": 2, ""userId"": 46, ""createTime"": ""2024-04-14"", ""content"": ""1\u3001\u60ac\u5ff5\u8bbe\u7f6e\u5f97\u5f88\u65e0\u8da3 \u4ece\u6c49\u671d\u89c6\u89d2\u770b\u5357\u8d8a\u738b\u6b7b\u56e0\u65e0\u5173\u75db\u75d2 \u7537\u4e3b\u4e3a\u98df\u7269\u914d\u65b9\u5192\u6b7b\u8c03\u67e5\u66f4\u662f\u7275\u5f3a\n2\u3001\u7f8e\u98df\u7b14\u58a8\u8fc7\u591a \u5373\u4f7f\u628a\u7537\u4e3b\u8bbe\u7f6e\u6210\u5403\u8d27 \u9891\u7e41\u7684\u996e\u98df\u70f9\u996a\u63cf\u5199\u8fd8\u662f\u663e\u5f97\u67af\u71e5 \u8fd9\u4e00\u70b9\u4e5f\u8ddf\u4e3b\u7ebf\u677e\u6563\u6709\u5173\n3\u3001\u610f\u6deb\u6210\u5206\u8fc7\u591a \u76f8\u6bd4\u4f5c\u8005\u4ee5\u524d\u5199\u7684\u5927\u5510\u5927\u660e \u5357\u8d8a\u7f3a\u4e4f\u53f2\u6599 \u8868\u9762\u4e0a\u600e\u4e48\u7f16\u90fd\u5bf9 \u4f46\u5176\u5b9e\u7f16\u5f97\u771f\u5b9e\u66f4\u6709\u96be\u5ea6\n4\u3001\u628a\u573a\u666f\u642c\u5230\u5cad\u5357 \u4f46\u8fd8\u662f\u4e89\u6743\u593a\u5229\u90a3\u70b9\u4e8b \u5185\u6838\u6beb\u65e0\u65b0\u610f \u800c\u4e14\u53cd\u6d3e\u7f3a\u4e4f\u884c\u52a8\u529b \u7ed9\u4e3b\u89d2\u7684\u963b\u788d\u523b\u610f\u4e14\u65e0\u529b\n5\u3001\u5168\u4e66\u9ad8\u6f6e\u7740\u91cd\u63cf...""}, {""userNmae"": ""\u5bb9\u6613"", ""start"": 4, ""bookId"": 2, ""userId"": 23, ""createTime"": ""2024-04-29"", ""content"": ""\u5199\u5f97\u633a\u50cf\u4e00\u76d8\u5927\u68cb\uff0c\u7ed3\u5c40\u50cf\u662f\u88ab\u538b\u8f74\u83dc\u4e0a\u4e86\u4e2a\u897f\u7ea2\u67ff\u9e21\u86cb\u6c64\u3002""}, {""userNmae"": ""\u7a3b\u8349\u516c\u56ed"", ""start"": 4, ""bookId"": 2, ""userId"": 6, ""createTime"": ""2024-04-06"", ""content"": ""\u4eb2\u738b\u2026\u5982\u679c\u4f60\u662f\u88ab\u903c\u7740\u5199\u53f0\u6d77\u6545\u4e8b\u4f60\u5c31\u7728\u7728\u773c\uff08\u624b\u52a8\u72d7\u5934\uff09\u2026""}]"
3,小说,桃花源没事儿,https://img2.doubanio.com/view/subject/s/public/s35162221.jpg,马伯庸,湖南文艺出版社,2025-6,288,48,7.9,"[35.9, 43.8, 18.0, 2.1, 0.3]",小道士玄穹是天生穷命，只要一捞横财，必有天雷劈下。他啥钱也不敢挣，只能去桃花源当个俗务道人。这项工作钱少活又多，担责加背锅，因为桃花源里住的都是妖怪，鸡毛蒜皮，纷争不断。玄穹每天忙着为妖怪们排忧解难、调停劝和，勉力维持着桃花源的和睦局面。有一天，一个巨大的危机突然降临。这个穷酸小道士悲伤地发现这关乎所有居民的安危，还严重影响到了自己每月二两三钱的菲薄俸禄……编辑推荐一个穷酸小道士，一处祥和桃花源。“南阳刘子骥，高尚士也，闻之，欣然规往。未果，寻病终。后遂无问津者。”原来《桃花源记》中的“寻而未果”另有玄机，秘境桃花源竟是妖怪乐土，由道门和妖怪共同守护。小道士玄穹天生穷命，只要一有横财，必定天雷劈下。他啥钱也不敢挣，只能去桃花源当个俗务道人。每日面对的都是调解邻里争执、孩子打架、夫妻口角之类的琐碎活，一地鸡毛，劳心费力。而每个月的道禄只有二两三...,https://book.douban.com/subject/37339619/,2025-06-02,1121,"[{""userNmae"": ""\u7ff0\u5982\u548c\u6e05\u5982"", ""start"": 5, ""bookId"": 3, ""userId"": 5, ""createTime"": ""2025-06-02"", ""content"": ""\u4e0d\u5fcd\u5fc3\u7ed94\u661f\u3002\u5f00\u5934\u8bfb\u5230\u7384\u7a79\u5728\u5e7b\u5883\u4e2d\u89c9\u5f97\u81ea\u5df1\u5929\u751f\u7a77\u547d\uff0c\u4e0d\u53ef\u80fd\u53d1\u6a2a\u8d22\u3002\u7b11\u7684\u773c\u6cea\u90fd\u5feb\u51fa\u6765\u4e86\uff0c\u771f\u66ff\u4ed6\u5fc3\u75bc\u3002""}, {""userNmae"": ""\u5965\u8389\u8587\u5a05\u7684\u4e03\u4e03"", ""start"": 5, ""bookId"": 3, ""userId"": 97, ""createTime"": ""2025-05-28"", ""content"": ""\u6bd4\u592a\u767d\u91d1\u661f\u5c11\u70b9\u73ed\u5473\u591a\u70b9\u63a8\u7406\uff0c\u5267\u672c\u6740\u9009\u624b\u6709\u63d0\u524d\u9501\u5b9a\u5230\u771f\u51f6\uff01\u559c\u6b22\u5c0f\u72d0\u72f8\uff01\u559c\u6b22\u5c0f\u5996\u602a\u548c\u6843\u82b1\u6e90\u7684\u7075\u6c14""}, {""userNmae"": ""\u5927\u809a\u5927\u5ea6"", ""start"": 2, ""bookId"": 3, ""userId"": 80, ""createTime"": ""2025-06-09"", ""content"": ""\u662f\u4e0d\u662f\u7bc7\u5e45\u592a\u77ed\u4e86\uff0c\u6545\u4e8b\u90fd\u6ca1\u6709\u5c55\u5f00\uff0c\u60f3\u8868\u8fbe\u4ec0\u4e48\u4e5f\u6ca1\u6709\u5199\u7684\u5f88\u6e05\u695a\uff0c\u5c31\u53ea\u662f\u5199\u4e86\u4e2a\u6545\u4e8b\u800c\u5df2\uff0c\u800c\u4e14\u8fd9\u4e2a\u6545\u4e8b\u5b8c\u5168\u4e0d\u7528\u5957\u7528\u6843\u82b1\u6e90\u8bb0\uff0c\u968f\u4fbf\u4efb\u4f55\u5730\u65b9\u90fd\u53ef\u4ee5\uff0c\u89c1\u4e86\u4ec0\u4e48\u5fae\uff1f""}, {""userNmae"": ""\u5eb8\u4eba\u81ea\u6270"", ""start"": 5, ""bookId"": 3, ""userId"": 27, ""createTime"": ""2025-05-28"", ""content"": ""\u9a6c\u4eb2\u738b\u65b0\u4f5c\uff0c\u521a\u4e00\u5230\u624b\u5c31\u8feb\u4e0d\u53ca\u5f85\u8bfb\u5b8c\u4e86\uff0c\u4fd7\u52a1\u9053\u4eba\u7684\u8bbe\u5b9a\u8ba9\u6211\u60f3\u8d77\u4e86\u81ea\u5df1\u5728\u4ef2\u88c1\u505a\u8c03\u89e3\u5de5\u4f5c\u7684\u65e5\u5b50\uff0c\u5c45\u7136\u8fd8\u633a\u6000\u5ff5\u7684\u3002\u3002\u770b\u6765\u771f\u662f\u5929\u751f\u5f53\u725b\u9a6c\u7684\u547d\u683c\u3002\u3002""}, {""userNmae"": ""\u6625\u660e\u95e8\u5916\u91c7\u98ce\u4f7f"", ""start"": 4, ""bookId"": 3, ""userId"": 16, ""createTime"": ""2025-06-02"", ""content"": ""\u6843\u82b1\u6e90\u8bb0+\u804a\u658b+\u7247\u8b66\u6363\u6bc1\u5236\u6bd2\u8d29\u6bd2\u56e2\u4f19\u7684\u6545\u4e8b""}]"
